Literal_1,Literal_2,Literal_3
15969,10803,11848
524,-7036,7370
13434,14176,5797
6386,4530,-6982
-10407,-12645,-10628
14730,-6757,-11388
-13759,15972,7589
-13985,-3633,4345
13290,6961,10548
-14668,14137,-1027
-11609,-2819,-13722
-2266,5560,-9234
-14666,2159,-5336
3988,-10578,13660
-2056,-14120,-1781
14072,-6783,-5184
-12552,6668,13003
11930,-9432,7820
-10036,4336,7068
-1684,-16326,7004
-3028,-9051,-7143
6777,14646,-7880
13170,1465,-11276
1479,-9518,-9209
7682,11881,-10405
-3577,-14595,-15883
-13572,-5918,13772
-7200,10218,-2633
-12313,-8188,-13174
-13894,-14650,4319
-4272,5442,-7008
5271,-5383,1543
-14456,-3459,-10668
-7629,4976,-10489
14539,10064,-3370
-14429,-8707,7091
15548,1173,8470
-2795,9045,-8001
-15446,5038,11780
12734,2488,15298
-7117,9672,-16057
-12065,11665,4091
-15106,-12466,-4641
10431,15081,9497
4276,-15899,-8299
13453,8379,-2749
10972,4011,2885
1022,15593,-7863
-4574,2458,8469
14372,3466,12391
-5804,-5518,-11922
13012,-11150,7367
-1201,11595,638
16266,-7838,-1691
3826,5466,6797
1850,12919,-11897
-1253,3703,-5275
9344,-7053,10375
11254,11161,-4918
-12119,-1056,-10539
-14885,12134,-13041
-10209,-10524,-15486
-11306,-11786,10897
-11053,-16060,-10839
14954,-14000,-14119
-15635,6931,-6855
-8415,-3901,-4837
-1302,-12474,6271
1314,12532,6661
7079,-11940,13624
-8985,-10983,-2862
-13848,14571,4389
-15215,15502,5876
3112,14992,9970
8470,1305,4109
-3872,9394,13801
-10122,4134,2933
9746,4178,-8808
-7811,3293,-13392
7226,-11756,5862
-11878,-1945,2583
-4927,5422,8942
-540,3141,9258
12262,2146,-504
11133,-14134,-3724
-5589,5569,-3795
-2252,-12338,8556
-256,15731,6995
13877,-11804,-3853
14404,-942,11975
10849,-11891,-4026
8229,8199,-5544
-6835,-9784,-5123
10865,2563,16052
2263,7302,4118
11589,-3963,-2954
-13149,-4266,14147
2109,10053,-14844
-8811,9557,-11723
148,3159,-1688
-8965,-6354,-15878
10802,-13121,9527
7358,6347,7728
6079,9565,-10138
-16221,-13196,12261
10432,-8929,-15153
4080,-6352,-4828
-6796,3615,-15575
-2023,-12821,-12523
-8612,-14114,4295
-2812,-2902,-2925
1917,15759,455
8228,9071,48
12179,117,-11128
4516,-12330,14113
8203,-4617,-7179
-9692,-15178,-7419
-8484,1533,1898
6438,10379,-14053
247,-6257,-15716
-5,-16229,-9832
-13588,5908,-8587
14830,-4625,12068
-10838,13789,-12762
1199,-8365,-5441
14428,9377,12187
15950,-131,-12286
12602,-15809,-110
-7538,-6744,12369
9262,10327,9019
-7258,-12810,10608
9347,1643,-4956
-11865,-7612,8976
13974,-7831,4530
4129,-8019,-12060
8618,15833,-15492
-6906,-2084,-9243
-8439,5510,8760
-15931,13344,-16122
9550,-13058,-2723
-5349,2657,-4558
13745,-8675,1009
-14162,11832,9178
16038,3616,-4118
14303,-9084,9618
-10470,-8107,-11295
-14833,-12917,13156
-3758,-9324,-2812
13982,3592,-16142
9440,-12573,-7327
-1260,-487,-10346
-4352,14800,-2277
8465,3778,6540
4814,-2851,7352
-7509,-9695,-15924
4881,229,47
12614,8593,5298
6876,14881,5471
-4870,8950,-14070
8329,12561,-13906
5295,-15218,5167
-12556,-89,14703
1456,-96,3936
3327,15225,11190
-6797,7284,-15958
10655,-3767,-9320
-1997,-4495,-1527
8174,581,-419
-3976,378,11282
16055,-8892,-1040
-9410,6204,9809
-10353,-12383,-8690
-1618,13361,-13259
8261,-8109,615
-15881,904,7882
155,-3863,3424
14856,-1296,14211
-14231,-5219,7977
677,9889,-2155
7789,-720,8401
12773,3762,6047
-8122,-12121,-4918
-10977,-15364,16016
-14029,9794,77
-14577,-12420,-10791
-16103,2976,9973
-5161,-6837,-13118
-8628,11764,15146
-10890,-4818,13671
8857,15937,-13094
4136,-2633,14702
5059,4343,16029
16180,2588,-16009
-8660,5358,-7067
-3319,-5148,-15154
-9640,-5832,13877
11270,-11048,-5483
2861,14951,11386
8056,-11537,10634
-5953,15001,9883
5262,9734,6923
1743,-14677,8139
4449,-15776,6777
9898,-13091,-3052
-15060,-7173,14282
-5492,-16028,3804
-5304,-38,13331
-4750,6222,-9038
-4390,-8389,1865
-13248,50,-9155
9668,-13741,9359
-6156,-10678,9414
-11971,-4797,8882
1183,4176,14653
15574,2726,12008
-6400,-1996,60
-6173,-8780,15551
-9665,10477,1008
-11838,4250,-13677
12908,1699,13179
-16378,-6897,7018
11964,-15478,10991
9298,4459,-13094
10573,11541,10045
873,-13208,9789
14743,-7265,3637
15988,10564,-10591
8477,13382,8691
-10336,-1304,14265
-13891,-2156,12757
-8342,-1945,-16123
1100,-6655,3357
13511,2720,-2955
-908,3550,-7406
11829,-2159,8282
5054,6959,11773
14274,10747,13542
-16286,-5830,-5453
-6060,-835,-952
11189,10022,-4970
5418,4958,4695
-7219,-6073,410
4621,14431,12996
-10978,-11121,12262
-10282,-3946,8026
3732,15658,-10441
-8992,-5970,-4403
-12090,-16023,6209
177,-5585,4576
-10600,9131,-16207
9368,-15781,12898
2651,10257,-3118
-14757,-15856,-399
-10242,-13388,-14371
-14,-11428,1186
-730,-238,-10037
-5034,-8441,954
16316,4132,8833
-9332,577,-2325
13344,9564,-7844
13913,-8543,7929
-5178,14826,-866
9969,-5398,-2073
-2130,-4229,3543
-13963,-1132,6745
-6404,1915,1988
14972,-2885,-3929
-1510,2933,11965
13716,-6264,10243
11480,-2550,-6727
-4522,-14783,7250
9285,-9579,-2995
13811,921,-7652
-3723,8907,-15297
-11597,-8930,-9698
-4078,-15370,-11079
-10375,6403,8913
-16253,9930,13109
13681,-9285,-8184
4183,-10703,13845
9708,10774,12885
16294,8120,142
-13897,3461,-12562
9050,-10868,-8579
-2464,1959,-2524
4948,-6198,-14935
7217,15660,13316
355,1356,-12504
6743,9966,-2388
10306,-416,1511
15277,12760,16084
-437,-3634,8629
-15847,11415,13185
-7509,11644,13513
2457,-5586,-12120
-12549,6066,-9790
10588,-6803,-3000
7731,8187,5240
-1092,2993,7936
3072,-13878,-13333
-4330,15535,7891
10865,-7807,2811
8218,-4147,8556
14670,-10546,6231
673,-3313,-10442
-14590,10842,5511
-15661,-14831,-5844
1829,-4116,6871
-7696,-4797,-10401
8496,2857,4519
10569,-2242,-1752
-16080,7062,-13361
-3914,-11799,3525
14314,-4910,15715
-4846,11817,6418
6155,-11434,-15121
-5472,-13411,-13821
-12306,11727,15368
-7485,-678,16332
14301,-7844,13706
7656,4444,-8894
9709,-10938,560
11743,-9007,11526
-10421,-14086,-7017
3214,6153,-7347
-12599,14401,-2733
10741,12830,15188
12347,-16303,-10960
6553,1750,7339
6517,2852,13159
-2968,9034,712
-6714,-3477,-12476
10165,-10789,5920
4504,8905,10931
-8480,13007,4232
-1657,-8828,8335
5363,109,1766
-14554,1255,-14528
4982,-3904,-11521
8208,14149,-7223
-6650,-15026,15689
-1954,6470,-6643
-1878,8444,-8284
14639,-9745,-15790
-12456,-14325,6684
-5315,-8508,9172
-286,5333,-6010
50,7352,10169
4375,2335,-7098
-2739,-9411,-11155
-11215,-1963,-11655
14248,-14144,8473
-2926,2731,-12715
-1645,-5541,-10691
-2763,-4077,-4053
13162,10961,9890
-8983,11947,-2571
-4308,-7585,9640
1693,-1757,-4473
1277,-9757,7138
-10089,14339,2541
-5649,-13239,2413
14674,-6451,5728
6193,-4982,1226
-1496,12806,-702
-355,3035,-719
198,781,-13628
2689,-14465,3681
4576,2320,11900
-531,11528,-11135
13756,-10118,-12074
600,4017,11330
11549,-15885,12004
-2165,-13582,-16254
15406,6176,-8799
8249,8053,-599
-1693,-130,5186
10397,5896,-2299
13235,-41,3217
-118,13703,-5065
11101,-1796,7193
-1813,16190,4383
5014,15780,-12756
642,2835,-15242
-13704,-9197,10042
-15569,240,7439
-5521,-4691,-15202
-1423,-14166,3524
15611,-11211,-8141
-6398,10584,-1372
5383,-15733,8842
-3733,-10385,-326
219,13193,-8925
-13960,8347,1341
-8993,-13672,-7415
-3141,-5878,-11434
-9467,2588,-15546
-7381,11873,11659
-13553,-16092,8459
15809,-2419,12289
-7473,-6014,-15417
-6095,-12451,8526
3960,15528,5068
-6825,-9237,7584
-4873,1498,4478
-1582,3614,-3688
13266,-11914,-8406
13351,-4752,6858
-10461,13942,658
1491,2713,-8719
4204,-2818,3732
-13744,8491,3326
-2995,10687,-7644
-4874,39,7834
8689,15752,-13474
-3788,14700,5350
-10363,-3208,-9294
-9281,-10781,16227
-8754,14630,-13285
2240,-12874,6763
2796,-3979,-3091
-1871,3520,10167
-11673,7208,-6648
-2585,4131,-2028
13459,12633,9880
-11767,-28,2956
7211,-15810,11845
-7200,8953,-12170
-13838,341,3594
-10171,-1682,13039
1036,-3341,7987
-15710,10630,-7824
-13324,-7273,9549
10821,-6864,2418
1715,-12611,12529
3415,-6656,-3107
-6688,3972,-12938
8743,-3917,-3434
-12747,-14498,-2815
16011,-14230,-2266
-57,-12259,-11118
1759,10470,-3449
-239,-12321,-813
-4178,-15778,-9296
-14116,-2237,4859
-8443,12987,-14723
-796,-3585,-10612
7690,-14540,-2231
12147,15414,9223
-9751,9316,-8070
6248,14391,-11289
15631,13877,13762
-4074,-14103,4133
-9488,1740,-11521
-6958,15489,8288
-2917,-13334,-6711
2775,-828,2091
-4462,8432,-14562
-1472,10314,13867
14482,7654,-405
-11257,4306,-6784
-4930,3205,5128
-15411,10223,-3432
-9844,1511,5026
-15909,-5252,3681
-9550,-5274,6734
-904,-9542,9369
14718,-3680,13796
14272,12591,-4204
-15901,-2081,2152
-6965,5938,7203
-13374,8371,-9184
2854,-3234,15576
8744,-5410,7076
1670,-10607,-7690
-10777,-9706,6234
4588,-5218,7237
13014,-6834,-565
-6297,-7782,5726
10353,-4129,-14725
-14976,3440,-3066
-13120,-15051,813
-10209,12220,13625
-8407,15114,13737
-6348,15683,13749
3736,1792,-9268
7955,-11440,1607
-11098,-5185,15912
-2798,-15541,3068
-10479,-9830,5015
11740,13459,16320
-317,3093,429
9147,-12630,1403
9227,7642,2
14903,4714,6182
13148,-9526,-5912
-6732,-9406,-2660
14281,-9412,-12541
-11803,-7701,2946
2876,1063,-603
-14004,-12969,-3381
1573,4614,-851
-13258,-6772,-15767
1813,8800,15199
902,-1487,-10490
13258,-1102,12132
-10978,-5882,-231
-9942,9056,12786
7051,7842,-15214
14782,14268,-7199
-7670,4214,-4083
-6039,-11631,-7117
11987,5665,12472
7551,-14933,-15349
12994,-10872,6342
14755,9964,14484
12130,-8728,-9615
-9534,11672,-10258
6976,12608,959
6236,-8728,-1793
-807,-14340,-12504
-2862,9141,8883
3994,-15003,-9830
-13194,-10305,13876
-3891,-8162,-7981
381,481,-2502
-8483,-15849,-10664
14643,-446,2122
-8170,10899,8873
7135,-5434,-9411
8793,4207,-14741
8750,-4878,-12365
15305,2088,-14547
-14522,2876,-13523
10025,14846,4037
-12425,-11905,-8092
187,15913,-14038
-6049,-4114,-713
15819,8890,12912
-10577,-10443,-13919
15737,15132,15083
7877,-10394,13373
15645,3511,1105
10775,-9000,15223
-10923,-8747,-5348
-11467,-15435,-8749
-9713,-1702,12867
-14897,15853,-7935
1430,9340,-15364
-3661,15018,-12201
10642,3685,11965
5877,-15263,-5012
5245,-125,14138
3178,6156,12493
-4837,13569,3774
12759,-1530,-14530
-12594,-43,4540
2206,4758,10284
7721,-7454,9954
-3654,4236,-7739
-6391,1652,-13784
10674,13980,379
-1154,15307,-1089
14284,-1064,6288
-5226,8584,-5066
-5253,-1354,-6120
1779,-1028,-6661
-5700,14804,11494
-4115,6322,-12825
10564,-6044,-5603
-5832,7331,4210
4101,7604,-1720
-9897,-11566,5899
-7767,9371,-8587
-1693,-5699,9664
-15217,-14173,2976
511,-446,-12642
-11998,-12476,-9114
15384,15821,7567
9818,15586,-5101
2621,-1924,-10267
-6629,6342,-4798
617,-13109,-11897
5748,-2125,6669
-7083,-9271,-5553
-9885,10540,-1105
11386,-79,5484
2016,-13378,-7756
-15330,3330,8432
-3579,-13231,3258
6770,-1895,5756
-11,-9513,-4874
-9169,2306,-611
14697,14220,1234
-16332,-2071,-5344
9922,12599,-9128
3011,-9751,3156
-4522,15727,-14661
14840,2623,-16045
-11952,4101,-4948
4359,4521,5710
10937,71,3013
3497,12296,-15197
1301,3270,11684
-4152,1101,-7755
-12171,11364,15264
3053,6222,-12274
8569,-6167,-14168
8255,-14327,-11979
-9205,-6111,-13366
-15622,10901,-4339
13969,7283,6675
-6472,12982,-3054
-5189,-4149,4210
-4947,512,-8953
14215,458,6817
-13441,10884,-4161
4650,7783,-10570
10985,3734,-1824
-208,15672,7783
4267,3255,-3045
7961,-15036,-13918
-9873,-3266,14480
8100,-11916,13435
12533,-9874,4291
15907,-6469,8490
-1557,-571,-9682
-4750,16150,11826
6539,2963,-14957
-14663,-3877,-8166
-5468,-9415,-1512
-7861,-13727,12565
10222,9539,-8834
14872,-15402,13196
5257,-2344,2096
10172,-15667,11001
-3090,2901,14869
-10168,-2155,-13705
-11564,-76,12140
5997,-1580,-722
-1165,10417,-1294
-6412,-4696,8167
-4546,1683,-14957
-15780,-686,13684
13864,8039,-4397
-15451,3738,-12814
11138,-11589,-2765
7844,7555,-7424
-662,2020,9454
11732,12395,-7786
-13686,11900,-11229
10830,16213,-6975
13620,-9251,3309
-8005,-11693,-10725
-8770,13917,9664
-6316,12610,4311
14786,-1751,-1804
-13973,7178,2463
-13682,-4557,-12791
16037,-7379,-10700
10109,13723,12067
-6123,15779,1350
-15288,2331,4655
-6523,9513,-3799
8453,-13324,-7383
-11270,5683,10760
4545,3339,-12080
782,3861,4601
-12547,3138,-8256
-6054,5492,2776
5761,10953,11907
-6834,-6634,12014
-5938,15900,-15634
-8213,9837,3940
-15969,5370,1715
3058,9493,4478
4259,8730,-2695
13979,8535,-14645
-5300,695,25
7115,-11756,10517
-11191,9223,-8057
11147,-5650,195
6433,-13594,-6094
8960,1068,-3778
-12998,3807,-13879
15134,9569,2141
-15188,-14777,14841
-2987,8884,-16259
-7606,-310,-9444
-2734,14713,6205
-16378,-1276,8584
2669,-13435,3248
-5919,4334,3424
-15033,6092,-4512
-2376,15654,13827
-16239,-1795,-10839
4587,-1036,-14650
11740,-8675,11473
-10298,-12172,15684
7115,-13622,12190
-12278,-12530,-10500
5735,13259,8452
4037,12270,-14537
-2996,14637,16063
-14902,-2538,9422
-1211,-10253,-4363
-6105,1,-2305
-10515,-15474,635
9473,-1800,-11266
53,7269,9938
3070,-388,-52
-16363,-4479,2143
15954,-5100,-12696
-8661,7409,7755
11279,3035,-1747
-749,3051,14226
-11178,-10873,-11616
-8704,-13358,-7988
11748,-10017,-12994
8486,-3878,15682
-11790,-8279,-15658
11083,-3778,-16017
-10708,585,1847
10230,-14796,-5369
7105,-9918,-2036
15335,13919,3719
11128,-2740,-14165
-1705,-9786,-4860
10435,-10615,1090
-11318,4876,8567
245,-6951,11696
-7953,-10972,-15323
-15599,11438,4930
12417,598,9070
7682,15222,-10897
3072,-6314,9919
-9307,14314,1387
-8160,-16375,-5958
12542,9432,2213
13642,-8256,-13810
7907,13880,159
12920,-11977,-11614
15483,-4535,2639
918,9919,-86
-15587,177,12421
-2776,-8093,12163
-12564,-6793,-12040
530,-15880,-13580
6526,5736,-9749
6543,-7827,-1930
1871,5453,-2181
-6588,5422,3913
-9502,6531,14325
-11021,14220,-7900
-12885,13069,-4953
14037,10855,14449
3623,-2288,14506
-8312,-15407,-3214
-15873,-15024,8171
-8820,-7609,5033
-1425,-3273,2673
15695,10106,11879
-5770,-14181,-6746
5099,-6792,-762
5313,-11922,8625
3505,-8774,-2016
-9100,7801,15069
6301,-776,-5712
-13711,-12919,13753
4957,-1327,5978
-11044,13572,-12864
-8528,-7153,8579
8384,12733,-10416
-1573,7602,12295
-10195,-8921,14254
12675,-11410,-154
-8487,-14396,-4096
6041,-15103,-16255
-16000,14375,-4274
13694,-10962,-5085
6776,10165,11281
-5758,7006,-11203
-3208,14806,14306
-9924,1013,-815
-11680,-12357,6269
11032,4186,-13668
8087,-5594,9188
3490,-4652,-1366
16272,-9074,-6834
-14721,3950,-14569
-14632,-12661,-9030
-5494,-1385,2651
12751,8166,6063
-6577,-14185,5295
8956,-6206,-4520
10490,-5087,-10286
-5591,1195,-3199
-8704,-7044,5002
-2960,8080,13831
-1394,10503,12067
4422,11456,-2310
12192,10175,-5754
-6935,3342,9755
-6196,3666,-3390
16172,-695,14624
-15826,-14409,-7752
14177,14040,-10316
-4862,-5455,-411
13827,-12744,4003
-2649,-3784,10766
-5914,2239,7794
-15622,-12930,-7683
2250,247,5224
15767,-2572,-11811
-10892,-9435,9223
-11692,12647,3844
9113,11050,11801
-15214,15919,-15615
7923,9241,14825
5435,-302,258
-13436,14208,11554
-8488,6703,-4151
-4670,-3144,-3260
220,5338,4300
860,-9780,-2388
12593,-8822,14071
1166,-7530,-8803
-6086,13345,-8407
385,-10188,-7548
10482,-12871,-9491
-9799,-9440,-5789
-705,-15408,4542
12905,-4675,-5441
8449,7484,9012
-2262,10595,-14954
2750,-5568,1726
14223,-5889,-16367
4015,12830,419
-11192,-4093,12479
-11684,-5528,-15681
4329,14440,8972
-11080,5435,-11048
12844,-651,10490
-15448,10578,8224
-13720,16009,6670
4775,8305,-326
2455,-15730,-3244
9586,-8772,-15240
-11365,-1283,1107
-4483,-15706,3347
-3892,6920,5176
8771,-5418,-6649
2942,-7402,16219
-5613,-12991,15489
-10449,-5793,11326
-12599,11614,-3122
-10255,-5317,-6254
-9627,6652,-2759
8685,10390,-13766
-12244,-8397,3765
-7706,7343,-8049
12895,-2864,-3293
-8539,-5430,-13859
12284,-7992,-2902
-9130,13435,-6232
-2497,6229,1287
-16182,-4633,-13144
-5393,5733,-11172
-5162,6615,-5615
3405,13658,-4562
-12467,-14589,-138
-1249,4672,-11144
-6968,15107,12667
-1111,8631,-3239
-12969,-13642,10348
3952,4241,16084
-8908,6668,-996
8483,-13517,-2524
12707,-6591,10670
15808,-2748,12928
-7135,8831,7193
8366,-11424,-5529
-13314,-5840,7547
4030,7498,12538
13945,-10487,9217
-12625,-7810,8090
15091,11182,-7912
15407,12668,10580
7025,14926,15823
-15323,15602,1062
10013,-7549,-2582
15071,14273,15299
-7664,-11528,-5300
2730,-7943,12085
2058,11493,-15082
4759,14978,-14956
-12382,-8884,-9879
-10887,-4914,12436
-7774,11816,7735
-4411,7724,9973
-6003,11533,-9332
-14059,-13362,-15902
-14860,-4033,-9671
-7662,-7544,1494
11794,-5140,16020
7771,-12432,8465
13750,-7812,-11891
1438,-1338,-12705
16158,-8384,15691
-2590,-12907,7656
486,-12585,8128
15891,-13423,-11318
7062,4172,-15670
-8136,-14387,-11677
-6048,3936,11164
-9147,-9204,-10432
-12361,-14465,-2316
9429,-660,-5370
-1546,11161,-13701
2037,4496,12462
-8281,-3666,12536
5778,4807,10719
8440,5354,217
1728,-11977,-1004
-15194,-13883,-69
16248,-7399,-14107
3777,10019,-3021
-8975,-2144,7011
10651,-9952,-1621
13333,-2755,-13144
-8,-8790,5156
-11341,12995,-6530
11912,13842,-975
-3831,7066,12178
-11459,2998,6694
10177,1688,-2000
10708,7367,8108
15815,4740,-5716
6635,8709,-958
11808,-3872,8153
11260,-8234,-1723
13932,10687,-10597
-3617,13315,-11268
5182,15769,2204
-2822,-10150,-12392
12841,-12250,4690
-13945,5712,-4512
-4773,-4969,-12108
-12192,-438,-14563
14802,-5265,4425
13296,13059,14706
-1827,-11534,-8303
-3823,1850,-11288
7854,-14925,-4770
14430,7369,-1768
3696,14328,14734
-11508,6963,-12155
-3382,4086,1833
-7863,6927,-7189
-15968,15720,4590
-538,-5581,-6828
6425,1660,-10726
10172,10188,5422
-8924,-10157,5724
3114,7278,-11160
5477,-3787,-13430
15878,7752,3201
-8112,16358,5606
-5058,5020,-10914
9946,-6433,-12971
-10518,12798,-13634
3101,-948,-2172
-4487,3403,-1341
1457,5876,14538
8028,5040,11472
-15605,-6928,-2314
1932,-1067,-10849
12904,-859,-11394
12836,-1525,-12533
-8624,-7963,-13650
-12066,5775,-4942
1194,12707,8273
4277,-3078,8687
-8955,2977,-4593
-12831,-1807,5992
-9104,12866,5329
6290,-7717,-15630
13713,-10923,14674
-16156,-5979,-8271
-1689,-9177,-3950
-9616,-10472,-4684
4265,-6351,3082
-1661,-11191,-15772
-473,-4468,-509
12702,5400,-10470
-13218,-5319,-512
-61,-13694,-4604
14590,16246,-4597
-16169,7760,3745
6817,-1329,-478
-5126,13434,-12009
-3087,-2375,3940
-5752,6107,-7949
14591,7415,-15319
-9217,-7475,13933
13771,-11991,-4799
8116,1398,-6355
3894,-6110,-2531
15474,6308,-3134
8604,10681,7011
16267,1301,3409
-11077,5988,-3550
14105,-10362,7556
13057,9225,-4780
196,-10828,14554
-6066,-5015,3276
-2847,4027,-8178
-10520,-8744,-13851
-8717,4130,-2138
11376,-5326,14737
-11756,4871,-3604
-7548,-9386,3511
6635,5947,-751
-3438,-11352,8883
14018,1457,-1587
392,-1817,4303
5293,13655,10853
-13537,9619,4486
5588,13736,2525
11907,-16164,8577
-6206,-9840,14448
-7776,-2986,15092
-7481,10329,12531
1958,-12154,-11134
15279,-54,-3695
14629,-1987,-400
12010,-3568,636
6448,14019,2345
-1358,-526,-6425
6490,-11156,14373
-1400,-4972,10192
-12875,4362,-7990
-14208,6683,9211
-13490,8818,10080
-15008,2200,-1943
5794,-2697,10911
-5924,10006,7298
-7703,-4122,-15267
-4822,14794,-15584
209,6900,8280
11903,14975,8606
-1346,-15884,-12991
11634,5306,-1194
-4530,-12923,-11231
-15280,-12281,8026
3277,-2206,2576
14561,16013,-3422
11583,-8588,13984
-5348,-5380,-9510
9713,-9972,-589
-4155,-3876,12644
-8830,-11970,-16279
-14095,15959,15648
-7661,-4231,4007
-3380,-1610,-4520
-2125,5471,13517
10369,991,1672
-5700,12610,3265
-2208,-8258,12986
12750,-13814,2697
-5654,-15390,6464
-9478,14183,4599
-6634,12770,4352
13260,-6351,988
14630,7369,-8166
13368,-10672,13444
-7231,-7592,-10896
7423,9647,-12336
-13345,-3846,12495
9873,-7662,-10210
-4361,-10269,632
-118,7974,-3714
10873,-876,8419
-8940,-6808,-8293
5932,-7177,4636
-3895,-10005,-10989
2046,-6488,-7484
-2320,-14255,-15529
10421,4635,-2031
16321,-2441,-9667
-11053,5229,-13676
5437,-12570,-9588
7971,-14400,2516
-13875,-3213,13357
13570,-13408,-12174
-4092,-1914,5445
14272,-11997,4740
-8412,-10644,9077
-12651,14344,-3823
9300,-5058,1614
8273,-10084,10081
9987,15624,7544
-7329,6540,-9296
-1585,-9029,-8154
15167,13859,3499
13496,-8122,-9700
-14062,-9342,-6485
-15366,-8236,7695
-8285,9649,-7275
-15017,6742,6761
13488,7785,-5120
-15879,14986,8007
15692,3298,9833
-10821,-8310,-3845
2610,3457,8451
-2893,7676,7180
347,7860,-4574
-13663,15390,-1863
8391,-7495,-12637
11457,-10902,7473
-1864,-6644,-13995
-7886,10460,15846
10038,-6722,-15131
8697,-11746,11458
4962,-13678,-10158
-12959,6472,-3201
-845,-1735,-6794
14876,537,-15540
13066,8519,1885
4527,1023,2870
9111,-15087,263
-7210,-9517,-714
957,14540,-1338
-1943,3892,-15738
9244,15549,-2540
-8342,-9118,-4478
10226,4088,-12424
-2387,-8130,8648
-10559,15681,15184
-12699,-15153,8272
-12772,1460,737
-11209,-14699,-12063
-12246,13445,-73
-16042,7276,12866
-12815,5264,298
3881,-8947,6293
9851,5631,9172
-8879,-5617,-5749
175,-3784,3822
9607,999,-4005
-3432,-8546,11727
1083,3384,9081
7943,3127,-13925
4302,12229,3975
-12610,-12958,2685
4614,15951,-13245
-5180,12178,-4903
-11315,-6051,-2360
-14546,537,-3993
-8200,-9201,1469
7127,9237,12608
11195,-450,-3984
-10574,-10810,-14209
7342,3262,15521
617,15140,1880
-6233,-11236,15239
-8436,15382,-14325
-3223,-5500,7304
3943,-6050,-13503
4404,-4854,-14760
3507,-10861,-9900
16141,-14786,11754
-5529,-636,6489
-5683,15937,7245
-1565,-13659,6752
11676,-4541,13032
7101,-6168,-11853
9047,15721,-9673
15773,-16162,-4321
-9831,-5135,11934
-11350,15256,-406
-4799,-14566,-15248
5575,-7470,-13065
6499,2653,426
1753,-7704,15552
-10537,-14476,-12478
8361,12611,13014
4483,-8139,6365
-1191,8230,13881
-8549,-14718,-1722
10660,14280,-13950
3894,-11439,-15370
1261,10371,-1233
-8115,-922,-11234
10157,534,408
-3331,1274,10547
-1290,-12678,8670
6639,-7478,-16276
3893,689,-7212
-5078,5956,13851
-4959,1844,-12858
-6272,-5126,-5641
-4913,11953,-8680
-11926,-12782,3601
-6823,-2165,5885
-10674,-4559,7661
15317,-13043,198
1692,-6032,940
-2123,-13381,-13658
6924,-612,13042
3670,6437,-13876
-1071,-16075,-15918
-5064,5086,-3119
-3463,-16072,-367
-11981,3707,-4072
16036,-253,-10577
5667,-7509,-11177
-4487,-11887,13330
-7954,-13111,-9759
1011,15968,6100
-4464,377,10680
-2451,-5500,-7781
-5008,10676,8101
-8944,7355,-16297
-2500,7323,4056
-11692,1763,1467
-5210,14304,-4908
8284,5806,-12401
-7801,-3564,-12835
1206,-2884,13941
12662,7575,-5276
-13213,12477,-4247
1006,14481,3056
-11363,395,-6946
-16111,-11457,11456
2241,-937,11085
13976,2720,7220
9781,-14373,12238
11895,-14356,10349
-11973,-8833,-12009
10543,1897,2639
-12657,-1909,541
-3178,-11274,-4163
13423,11234,-15022
571,-15322,8096
2542,5591,-15932
-3375,-14541,-7810
999,13438,-9701
-11716,3495,-27
15434,-10714,-16356
2230,15473,12911
-8453,14475,-3534
-10853,5554,10338
-9046,-11725,-15172
9832,-15774,-11523
-7291,-3069,-15161
11654,14726,-10240
6558,12456,-4007
-3114,-5499,604
5696,-10529,8752
6611,-10788,5157
-10810,-2054,12230
2249,-14070,-14831
-14380,6335,13667
-3299,236,9283
13671,-15959,11084
-8770,11135,9926
-602,13570,15951
13763,-468,2892
-10124,-9513,14259
-9281,-623,761
855,10877,9905
8800,-4818,13429
-15817,4527,-6432
-13055,-9914,-3239
-9872,15934,-7854
9022,-8901,-1510
-14549,6365,8782
-3879,5240,14577
-6104,-6556,13021
-4954,-143,-686
-5185,4497,1435
14490,-1425,-15682
2219,-7992,-9510
103,11845,16269
-10848,9970,1763
-14037,9686,-13040
-496,15338,-15926
13800,15820,-14441
-5258,-993,6374
-10100,-3653,-7693
-13753,8082,1759
-4177,13794,11816
12906,7426,13050
-9956,15302,-4216
-9438,15966,-2094
-1203,2951,-12404
-2411,6594,-2517
-10991,-7518,-12965
8328,8498,11908
8,14652,11854
-14200,-5255,5589
3311,-13232,-14938
-522,-8058,-197
1847,-3509,-5091
16055,10656,-952
11818,4826,-4484
7471,-6142,4457
10945,-10903,6754
7158,14549,9649
-13983,-8965,-11223
-7836,4746,5392
3434,13934,-7304
3905,-1780,-790
6400,-775,-9923
3890,869,12844
-8843,-13928,-4770
11306,-930,-10292
10543,11578,-6848
3040,8555,-9760
4010,14176,12640
6828,1761,3287
3158,-14254,-13319
-244,1171,-14527
-5854,7174,4319
8108,-427,14168
-10048,7709,5932
14398,11290,5097
-2018,11439,-9934
10943,-959,4903
-3889,10228,-12480
9416,-7829,-14083
-5432,4486,-8073
-6365,-7419,14810
15607,7799,-3064
4850,5282,15975
4303,8265,-2936
464,-16193,5446
2753,-7085,12376
3615,-11221,-13903
-10672,-16100,-14045
6250,14967,19
10283,-6146,-624
11462,-3849,5571
-13257,-7309,-9558
4810,-9133,1685
6898,-11034,4634
-926,-2025,8144
-7132,-7924,-14980
