Literal_1,Literal_2,Literal_3
-6454,27,4664
4104,-16226,-5263
2906,4522,-15880
-6277,8704,-1027
-12906,11935,-1748
-3123,9918,-16133
11395,5998,2850
6278,-2920,3722
-6794,3884,-16023
-15636,14411,-2730
-12934,-8922,5261
-5285,-3512,-16068
11865,6858,2858
-8329,-9428,-11294
-4699,-1435,10087
-8156,-8875,15079
8343,6576,12231
12592,14185,-5274
8692,-12353,-4593
13202,4630,-13807
-3523,-7819,14790
-4920,-7902,-13789
13492,-11514,-12101
12900,631,-2894
10943,-12203,8424
5437,-12108,-7694
3136,-6836,12890
-12587,-8351,-3148
11110,11331,-7969
-12258,-6212,-6205
-10511,-11086,-7148
9051,5878,-6771
5023,589,1584
-12740,-9825,-9006
-8625,7130,-15925
6843,14162,-13923
-2474,360,-16065
7887,-190,-7176
-5513,14068,8570
3035,10873,13897
-7667,-13670,3882
7216,4657,-11284
-3073,-10790,14333
6216,-6732,13160
-6981,8897,-3773
-16304,7633,7989
-2171,9528,5767
-6165,-3235,-13578
5923,-13686,-333
-10403,-12360,-4916
12858,-883,-10158
-9326,-11095,-5561
-13792,6261,-7356
-3013,-5225,14700
-13329,-5193,-5050
-15308,-9257,-9253
7959,-14015,-240
12721,4799,13833
-1502,11149,-10728
-12327,-5974,-10877
13275,-2935,4238
-3208,-3624,-15901
8072,-559,4070
-8232,-8258,7673
10576,1398,13707
875,-8712,-5598
-3124,8980,-3674
11169,13551,14793
6777,9025,11439
-11802,-7812,1860
-4884,-684,-2104
-13519,9624,-3437
4342,1354,2101
-12208,-7479,-16187
-11212,-473,-7160
8839,-15973,61
-4387,14510,16041
9925,3238,736
11917,7673,-7175
538,-13639,-4236
-1740,12766,9490
-8530,-9885,-12506
-7276,-1433,1449
-1045,-5932,13131
-8868,-15970,-11846
-7766,-14551,-6335
5183,1663,-12335
5543,-7220,-7993
-11064,14441,-5021
-9604,-14155,-2265
-14019,-9491,416
3741,8881,-1410
-10673,-8302,9893
-4965,-7039,13133
-14426,15837,10008
-13534,7237,-10605
-7310,479,-3022
12600,10252,6556
-782,3460,43
12309,3194,-2442
-2132,9362,-11647
-8831,-16067,426
-4540,13238,5308
-13313,14230,47
1860,7305,16075
5355,-447,6176
-14518,1517,-3794
6741,980,10135
-10525,-3531,-5264
15171,5860,-9140
6314,3869,8804
8998,-5885,5117
6030,-13227,5787
-805,-2958,-11996
2342,14257,3053
-6390,-13485,-7604
3608,-16210,10524
13870,-8443,-9890
-6601,15850,5546
579,-11942,4560
-13697,-1688,-7123
-3108,-2732,-15925
-11580,10930,11482
-8912,7159,16243
-1927,3917,-5899
-6593,-4436,2485
13476,-21,2045
-9638,12589,1973
-10745,2097,4713
-5951,-13240,-9083
-4426,14081,5227
12509,11953,-590
7858,15173,-15477
2559,-5259,-15956
-11817,9939,5599
-12693,10244,2144
9888,-217,6168
-13010,-4354,1227
3249,10227,-15387
-12129,-332,-7476
10412,-615,-3291
12343,2299,-13557
-3255,4489,11526
10600,9732,-11703
-60,-16150,9171
-24,-8195,10905
-2431,3471,-2231
1840,1690,5738
-350,2584,-9132
-11021,-286,-2406
-3918,14828,5791
2731,-13557,7158
3902,-11716,-4480
-6230,1074,-3958
5696,-16307,-1870
5597,15286,5774
-13899,5641,-4749
3129,3255,10986
9254,14502,3469
-156,3430,8543
-14753,9601,7168
-15552,-12347,4113
-9279,14465,-18
-16377,-2281,-12366
12408,7694,-6313
-2947,-772,3171
-13472,-11278,-7090
-10550,-5742,6082
-12530,12616,13723
-10954,2199,-14070
-639,-9265,9249
1780,15328,-1063
-2478,11852,-13506
-13103,8112,4258
7593,11102,7624
1821,1100,-2989
-7445,13551,-15209
4000,-2717,7155
13038,-10531,-16273
7516,-9081,-4547
4873,4180,15491
-4202,-7076,16329
-5970,9614,-1366
-9716,12250,15699
12794,3297,102
2666,-2514,-5211
-9384,-12581,-14664
-7792,-3255,-11618
5927,12335,14766
-4094,5587,-5079
12992,9891,15118
9387,-13547,-13918
-954,-5663,2062
-6515,9970,3829
11543,-13028,-15589
-462,-3604,-4057
-16169,-11825,-10909
6169,-9780,-2270
970,-1993,-13924
16104,-6762,-4371
-15445,2973,-2710
-11292,324,2823
5845,9876,6749
3313,15052,-15217
14512,12880,-4193
-2512,-3986,-6226
-1955,8977,-4176
7880,-3107,4453
10265,10736,-6006
-5975,-12133,-2194
-11212,-651,12688
-45,-1824,-612
-9866,9344,1249
5789,-4372,-13461
3785,15008,-15084
-1380,-3344,-2805
16276,9174,14104
12042,3604,-16142
-2207,13414,-12105
2162,-6242,14083
9346,8279,3851
-13732,8280,-16191
6987,9872,-2022
-9088,338,3495
-1169,12682,-6506
9007,11894,-9259
7139,-14001,-10466
3418,4308,3249
13736,-4445,-11015
-12048,-801,2298
-7820,-12019,10936
-8414,-5240,15266
1557,-12211,-7287
13069,-4935,11397
-181,-12363,-16345
-6046,-1892,-9056
6675,14845,7444
11872,13356,-3077
-1718,-16168,-7266
-8738,1939,11399
-10071,10116,-1982
-6004,9735,-12802
6925,-13957,5769
4395,10290,-7091
-8664,-8368,-12875
-14593,-14,-14289
11290,-13115,-10398
5331,1597,-7751
5106,-10757,-2470
12239,13749,819
310,15006,-9873
-14890,12480,-1019
1823,6209,-4189
9932,-3257,13388
-10054,-13635,-6133
13615,-6368,8804
-395,3048,13335
-2275,-9961,3045
10606,-55,3136
-4700,-5208,-10213
12524,-7308,758
-1757,14007,13507
5623,-15685,-10884
-14471,-10072,6215
14022,1732,-12720
-3134,-13263,7680
13623,-14114,-4830
-12235,5912,16123
8824,-14148,4780
6160,-8381,-16315
5429,11778,-9680
13006,-8669,8945
-11854,14012,7582
8694,-11830,3740
-2905,-11120,-15671
-12295,12988,12537
10217,1759,-12621
2255,10290,11105
639,-8012,4837
-6121,-3651,1646
-5269,-12782,-2256
-13738,-455,-11530
-15455,-7410,386
-8217,-3231,3925
14947,14598,4988
14521,7662,-3592
13710,-16027,-332
4042,-10977,15415
2754,277,6876
-7543,7592,-13889
-8337,-8680,14351
-9022,-9070,-5412
-11216,15463,-14481
-14612,2330,14676
-1639,-8215,9334
-3172,-8311,-12445
-6846,-14414,-3583
-9222,16162,5676
7781,-4207,-69
-11005,6319,4034
-4027,12929,4434
-9560,-2441,-3137
-8924,-7694,9748
14531,2511,-3032
-4951,-7450,-10203
-7611,8299,11236
9362,-3909,-7015
15723,-8257,5719
13958,-5829,-11300
-15135,-6224,-460
-12756,5008,7873
-12411,5727,15379
-3502,3236,642
-10128,-3635,6213
3589,4863,-2342
2286,3477,-8912
9521,-6800,-10334
-11648,-12259,-13193
11227,5159,-12053
3690,-13878,15731
950,-14825,7798
-995,-2385,-7148
8565,416,5965
-13718,-1468,-5622
-10277,-14397,-14454
-6768,16177,-15118
-8667,4894,-12651
11170,5944,6314
3937,8141,-10507
12429,-11704,-15042
-12916,12029,1193
8803,2514,-10169
10289,10932,794
9551,-13911,12513
-10271,13106,-15471
832,-4509,4466
-993,-14305,6177
12102,-6263,-15297
15603,13734,-8906
-9226,15536,-12549
-10851,1115,-12284
16064,3953,-16342
10617,10549,-7376
-8870,16179,-36
-15987,-1354,9201
4812,15499,9546
-14976,-3128,797
14123,-3528,5167
-14395,-13544,11720
2519,3868,-14931
11787,-3588,-15670
-9280,-15156,784
-14799,-14835,-2478
-318,10423,-4641
16181,-8157,5941
12942,-11818,-14780
-7119,10615,13883
-2982,-13776,5271
11416,-5466,7018
9877,8429,-9988
-8102,12589,-15657
-7509,8882,7394
-9100,13848,-12899
3950,-5324,-15155
2354,12838,-12810
8209,14416,-4246
-7121,8709,-16222
-7967,-9253,6575
193,-11038,836
-1791,9131,-16107
15687,9939,-5114
-5644,-2758,3737
5775,501,-8096
3874,13052,16236
-2655,-6182,-8138
3560,-2472,-528
15269,-3077,16124
-11425,11138,4547
8577,-3127,-4543
8540,12052,13085
-8680,-1525,13726
-14353,4227,-6620
1184,5035,4597
10580,-3164,924
-11747,-11732,-7285
5000,13044,10050
5327,8777,-10129
13900,13376,9879
1103,16014,-12666
-4911,3474,-2448
-11814,-12202,4443
-1198,1913,10926
14130,-6593,12071
3888,-3757,7856
1921,9209,-15195
12593,13210,-13055
-4901,4316,-4011
14125,-7728,-721
2607,14317,-1652
6777,2634,15182
471,-9191,-15052
-3940,8189,6928
2208,10303,2009
16032,-10242,14679
-7769,7991,6836
4542,-5655,-12349
6470,1252,-9435
2541,11514,-4814
-11346,-1070,11818
15379,10786,-4766
-10638,2155,-7185
-1580,-3070,15577
14834,3358,-8531
1422,7992,-3957
-9259,12189,2036
-21,-14365,-5644
-3340,-13223,-4936
5234,8356,-3819
2326,-12560,-4834
-16353,7624,11611
9934,-12956,6839
-5452,7772,-2713
-6915,3925,4405
13978,8591,-16016
9491,2599,-5395
15177,3291,-8520
-10035,9615,5518
-6344,13778,-14559
-9877,-5214,-7103
-6853,-9944,7082
-15208,12211,5182
-6329,-12974,-8228
2855,-7458,6978
9379,6862,1347
9958,14320,11340
-9693,-5815,4582
3869,5897,-1438
-12335,-2069,6349
8967,674,-12185
9743,-332,2403
-5504,-10028,-2808
-8663,11685,-13510
8003,-9580,10551
-11459,2565,-3422
10636,16260,1419
-6835,-8327,11841
-3299,7217,-9275
11456,2051,8000
-4473,-525,-7452
15147,6936,435
1170,-4457,-4110
-3588,12397,-10447
2401,16350,9194
-14043,-10178,-13870
-12572,-2203,-6715
-8663,760,8465
-10691,-561,16347
3337,-9884,-14702
-13389,6193,-14559
-9988,-8437,4455
14135,-11799,-12927
14865,-10642,-4538
10533,3168,6281
-13626,4660,4639
-1821,-11319,-15092
12998,13672,-2726
14778,16007,13444
-12077,14420,-41
-5490,-15449,13729
-4716,3736,14146
2894,-16109,3242
-2661,11712,-16081
14503,-7774,-1875
-11659,3205,5142
-6211,-15111,13613
4071,-4279,-12847
-6651,11362,15563
14471,4181,-13236
3897,4397,350
-3800,-6161,-8347
-16039,10020,15009
5959,6628,3033
-1765,2403,-4141
-3565,-136,-1097
-1053,-9217,15059
10452,-11616,-4193
-7744,7271,-4422
-8866,-4688,5971
-5182,10576,3998
-11333,-10128,-13134
-6304,-14876,-13561
-9973,-6648,-11540
-15146,-3833,-8985
-11141,3215,1277
4564,7534,-4890
-12601,-15467,4094
-412,11168,-4223
-13270,12912,-11921
-11307,7875,-8456
902,-11466,9958
16169,-11213,5416
339,-5679,1232
15507,7975,4360
15930,5541,11414
9716,2486,-6947
13403,-9697,6651
-10016,-16168,-7434
-1454,-15054,5638
-4188,6252,-4127
2898,-5989,-10675
11739,4522,4345
-8744,10230,-742
-10188,2850,-9536
15167,620,-2550
-4055,14464,11572
-11981,-14806,11226
11515,-6302,9937
-2163,-5879,-401
-10874,10104,8316
6464,802,-16001
10497,15673,-13867
-8582,8975,-6313
7119,8009,14470
-9028,-2895,11541
14529,8916,-14600
11241,12318,4328
3392,7826,3036
16121,-3744,5540
1257,5886,-12282
1104,549,-5015
-7760,7873,7818
9002,-2040,15067
16231,-3787,11967
3593,13966,-14448
-8815,-16309,11861
-4102,-5395,15519
12675,412,8380
-1488,-9540,5412
15623,-8404,1972
-11594,-11696,985
-10472,-3782,13876
4906,10028,14520
12018,6582,1522
-16141,-7945,-3382
10431,12887,6427
-13,-1259,-13112
-1729,12178,-4323
5084,-12367,-12905
-13117,-6734,-8012
2793,-9000,-12002
12837,6926,-31
-16028,9283,9089
-9356,10652,10758
13917,3092,5697
14971,4983,8828
-11986,-913,-451
6575,11593,-6963
7051,7804,10964
7967,13567,-4546
8701,14414,13052
-3741,-5000,-8416
-7198,7907,-3614
4992,7685,-13572
-4805,-4287,-13074
-7415,-13003,-2103
-11758,-1511,5821
-4482,13873,4849
-10224,13516,14261
-10495,-7453,16381
-3977,4971,14895
-15374,8908,-3051
14926,14825,-3020
-8189,-15644,13712
-7100,-7621,1062
473,-2858,-8262
12916,-444,-15441
-14309,11027,13120
11512,-15043,-14056
13567,-12972,5058
15916,9444,10110
-7554,2204,11162
4788,3129,6241
1828,-10621,10328
-9659,10789,-210
-10196,-10567,2945
12714,-913,-8347
14024,15132,-3471
-13241,13964,15974
13038,-446,-13347
-6903,13672,16270
5656,9785,5763
8457,-12845,-1043
-10221,-389,-3038
7531,12821,-11603
6386,13691,-13530
-16289,8814,5358
5546,1274,-15849
-8413,6248,-8345
14292,119,-6780
-3581,1843,-7362
6861,15912,12081
-6099,5897,-497
-579,15750,-10461
-2152,-12625,12170
2511,-16090,10542
10721,493,8092
-10230,13446,-8616
-9524,-13367,3108
-1012,-3704,10275
13929,-15159,12028
5239,-4471,5643
-1507,-16204,12224
14466,-7377,-15087
-10692,14187,12161
-6179,-15614,-13970
10055,9246,-4230
-774,-9764,6845
5367,2575,-2596
-9492,-14790,8950
14842,11605,-4333
6498,1970,1331
14580,11210,-11688
-13323,7486,2267
8728,-13679,7572
12949,14741,8652
-758,12519,16257
10735,-9755,5700
2163,-15219,-13356
1421,-4951,-14389
7115,-3376,10607
-14254,-3283,6858
6377,-4210,15390
-572,13576,2679
12427,15180,13869
8544,-6177,-6259
-343,-11686,11598
9407,-16047,581
1650,-14835,7740
-11559,-644,1536
-8409,13130,-10799
-13502,3189,3116
-13920,7965,-9231
15429,-15682,-1399
-4392,6691,-253
-8097,-14967,-10098
12134,10664,-12167
-25,15483,5033
-13566,14128,-15095
-7174,10206,269
-9110,-4431,7889
6918,-10380,-8692
-3273,-12848,11311
9432,-2485,-12931
14448,-14360,10486
-11777,-8247,-4835
-7159,15418,10560
-787,-1564,-9986
7477,12073,-10944
15581,-2812,-8902
-10001,15588,13158
-13522,2230,11132
829,-5809,-12046
-1234,-12087,4908
9370,10212,4984
9924,-5404,5312
-2159,2533,12967
-9850,12674,-9659
7350,8475,11060
3006,-14662,-2256
14632,7061,-15208
-4913,-12097,-7344
-12545,-9036,15486
6927,-8049,-14428
-1888,15307,4438
-4198,-9675,13165
14234,-4730,-8345
-6740,1167,11292
-2320,10660,6301
-9381,10050,-3948
11238,-4709,-3350
1053,6341,-3883
-6249,-5990,-15378
1595,-6869,-12669
8231,683,5067
1528,-10262,12214
7819,2167,-6237
2678,11963,10239
-2167,-14974,1571
215,15443,-13964
-6688,10013,-15564
-999,12308,-16335
2122,-14492,4489
6392,10884,-9169
-2911,9064,14723
8051,11939,-8429
-5310,11352,4113
7780,-12564,15215
-3653,4789,3569
-6313,-10142,3787
-3651,-9828,-4288
2069,-12824,1042
13501,5108,9762
-15246,-12635,2182
-7005,-14542,5802
550,9439,-7301
9184,13573,1989
15136,10873,-1220
-7347,7286,16159
9982,6900,4368
-4764,-4076,7263
10309,14667,-2635
-15471,13873,11017
-11588,9570,-9549
5437,4314,7860
-4336,-12972,-6770
1883,-8574,3098
-12709,-2352,12543
2674,-12669,4448
6385,-8130,-665
8042,-3617,4694
-14866,13141,7271
9205,-7655,-12191
5056,-3547,-6680
5946,274,9368
9180,-16221,-12734
6370,5886,-593
-1968,5896,-11092
-2764,6031,817
638,7455,1512
-5252,1125,1127
5897,-8522,5330
1431,8691,-15923
10682,5422,-13332
8190,-3660,8177
-500,10275,10960
8155,2320,3385
9285,5695,-13856
6487,119,13519
-1126,-7280,6714
10501,-9738,7385
-3525,-2261,-6404
-4152,-14155,736
9023,4524,-545
-11892,-1197,1663
-7707,14106,7585
-12860,-14015,-8222
-10969,-14814,1036
341,-8304,-432
-15905,15648,-4225
3244,-8064,-8671
12433,3486,3241
10139,-1198,12392
1125,-2686,-14514
-7106,-13216,2088
-14007,-2985,-3649
1071,9197,11911
8560,-6107,-15420
-5500,-7276,-13146
-15892,-1535,-1858
-6810,2227,-12519
12804,2369,4529
-15596,-5577,10461
6247,-15848,-1062
13042,15246,-3639
780,2467,5968
2593,-15938,-3216
-1146,-6056,11292
15733,10383,-11455
-1948,2245,-12201
6031,13989,-4614
-3238,-5004,9188
-16025,-9430,7026
-5158,-5141,12727
-2764,-12311,-16026
-2993,-3243,402
-4275,-9088,-13048
9325,553,-11680
-5980,9716,-11275
-16087,-6514,-13917
-14665,-13478,8253
-5826,1447,-15457
-5633,1536,-2323
14382,3978,-7204
-10836,-15829,15282
7882,-15316,-3397
-2626,15106,8844
-7350,1240,-6302
6141,-5997,-13875
2287,-2661,-3641
-1950,-14085,-4391
5543,-15044,12337
-14263,1691,-5837
7996,-11915,-13484
1118,-9277,-4881
-15768,12988,-8159
15889,-12838,13517
12357,1819,5728
10655,-11015,7318
5497,-9762,14542
8405,-3351,12126
-6006,10022,-13654
13580,-10324,6231
13445,11294,16325
-14018,10063,-9843
12075,-10487,-3754
12599,4020,-1701
-8478,7844,-12532
-12861,-16337,376
8897,13193,6756
14268,-5537,12221
-4704,13568,-11262
-11841,-6860,-8401
-7215,1729,12385
4638,5010,-13286
-4455,-15329,-10502
-8103,-14999,6065
-1028,-3953,-674
-5500,4378,1765
12359,-13914,-14688
-3087,13074,-1104
13539,6474,-10130
-11256,1114,-14606
-4201,-12134,9856
12602,-98,10994
-6428,8723,8352
12989,14422,-1515
3340,13069,-5357
15751,-12176,9260
-672,-9626,-5003
-11365,-6034,3426
-15264,10742,15794
8746,-12075,14111
1508,3513,-6012
2661,8152,-5424
-3498,-14773,8471
8387,12287,-5643
-15319,-4219,-4027
-5319,-15373,15455
-14573,-6879,-14205
669,7921,-6803
496,751,-11111
-4394,14973,-2178
-1555,-4073,5742
-12279,-10720,4595
-400,-6232,-16132
-16240,8812,14479
2866,3353,1696
6552,-3438,7505
-2263,-14102,7969
-7047,4572,-10135
-7475,3979,-4550
-14500,159,12649
5342,-11385,16348
-7775,11229,13976
-7160,-9622,-12178
13338,-6476,-10511
1497,15633,13054
-1375,-1598,8236
-7902,-5889,14040
-1073,-11989,8013
-14384,-15940,9102
11710,2047,-12784
10148,-8576,-9288
-14712,-2052,-13217
9681,10406,13574
16166,-6241,12857
12306,-5574,-2492
7672,14517,4300
-6749,-3199,12514
-6697,15289,-9359
309,-16166,-2141
-1127,-9564,-13990
-15192,5801,14968
10432,11120,-7728
-14409,12972,10756
-9681,-4433,-13161
10902,6696,-11252
6335,-2526,-6991
2586,-3960,14670
14373,11304,1464
4472,-12842,713
10428,-2075,-3192
11274,-6907,-7521
6672,-2832,-12983
-5265,-5905,-6771
-4177,-10113,-14344
5756,9190,-8817
8266,10727,-5590
-14820,-15334,-1698
85,16103,2891
-2359,1305,-12638
-1665,-13599,15213
-2590,15622,6677
-15025,-3481,-3843
9198,-10328,-12634
651,5179,8800
2634,13969,-138
916,-575,13493
-9061,13284,-14860
-2098,-13531,-4002
-11259,-13302,-9623
-1028,13078,9538
587,495,-9927
88,1895,-2226
6720,-10030,-9315
4848,1340,2041
12654,12397,-942
-6006,-7742,8959
12068,8027,1660
14817,6249,-5087
15456,2678,1233
-16286,1180,14735
-13060,-5225,-16279
-14708,11707,-14829
603,-14766,11117
-6582,-14159,-16097
13887,-12733,8998
-3648,2011,12370
-15122,6563,12481
1444,-10637,11456
-7195,4340,-13560
7454,9028,3354
-6838,-2351,-12850
12432,6094,12195
-5711,14243,3156
7401,-11779,10197
11978,-14508,-6957
14186,3818,-16157
7104,7543,-6038
-6903,-11125,-13407
-15427,-4503,8163
-14464,-13770,-1783
9699,4000,3909
2605,11880,-14875
-14365,2587,10138
-1918,-1858,-4154
16262,-7101,14931
13140,1310,14183
-11035,2983,15790
-14809,-5999,10075
-7495,4496,-822
-4893,3548,7341
1394,1889,2165
-8008,-1295,-14336
294,1153,11807
-16325,6425,-10532
14295,5718,-15554
-14939,-6618,7100
-12101,-2608,-4502
-1853,-13033,-3471
11414,2900,-2714
-11530,-12852,-7395
2042,3747,-11196
603,-16311,-13334
-3415,-493,11727
6832,-382,11872
6888,-6238,14317
-15481,-5176,10398
-1877,334,189
-4191,15059,11562
14251,-12633,-9
-13778,-3948,15489
2333,-15456,7548
3447,13643,-3333
11273,-11485,130
9665,9536,15919
8253,-13742,-12412
4357,-5387,14492
10964,-2528,-10565
7326,-542,5972
-9163,9612,-12255
15409,-7314,327
-181,88,-8087
15725,12315,3215
9071,2846,-14848
-8551,15779,14725
16304,2345,11817
-3346,-6941,12741
15776,11348,6500
10032,13231,6344
-14425,-16062,4832
-8554,-9619,-14257
7321,-4986,12905
-15592,-12323,-15853
12923,-1756,11104
9942,11331,-9327
-497,9854,335
-9228,-11673,16352
-10276,-12854,13741
-7820,5771,3573
-7457,-7877,-6112
5952,-14857,-14686
1310,11260,2578
-16210,14589,-8223
-12476,2169,-8804
5248,-5865,6922
14881,269,-3208
-15746,3764,6303
-13023,-10488,-3282
2223,14394,6122
13844,8847,-6557
10265,-8152,11601
-8323,13419,-12571
14382,-13232,7672
6089,-9921,1679
4462,14642,10831
-2983,-11394,-14441
-15499,-8594,-13910
-10423,-5896,-1923
8302,-15878,-9758
7983,-2867,-1738
6342,-5706,3380
-4503,15144,7960
-6398,-131,8330
2565,-6950,-12054
-8853,9864,-2873
-6270,14178,-12104
-15673,14470,13364
7638,12855,-653
-4088,-8294,2958
-194,-11805,4146
10277,-4194,201
10574,1671,1779
-8131,4832,-2621
-12582,-3790,3749
-11155,-14922,-7760
12623,-13382,10639
9839,5743,2238
15879,-2417,10074
-9237,-14004,2453
-5228,-8255,-2581
-2353,-7257,-15319
-10161,-9116,-15132
-4189,-8112,6542
-15210,-15749,13824
-14676,-13715,7829
1735,965,3898
1234,12404,2539
3198,4715,10552
-8910,14478,-5650
3080,7894,-10421
5851,7900,-3889
-1297,723,11510
8184,429,-6969
-2978,853,8768
6937,7065,-9652
-5878,1181,-9818
11002,11386,6569
13595,-374,15064
-9169,-4581,-4949
6016,15134,-1645
359,-261,4203
5105,-13526,-6840
10080,-1614,-3789
-13081,-14014,-16323
2449,-11048,11957
-9352,9388,-8995
-8098,-4888,-15571
-14643,-15071,-9365
9817,15091,9402
-9834,-5930,-6733
-1561,-1962,-11065
-8705,-11919,760
9388,-12924,-9042
-15761,13496,3078
8582,-4170,5510
-15656,1866,4053
3341,-7157,4771
8046,-10315,2244
-4129,-1265,13369
-13337,-13490,-15319
11612,909,12005
12286,-8796,14448
-1914,5649,-12587
11788,-5019,-1300
-11101,-3491,-11194
-11428,-6563,4998
-5249,2701,-14118
9274,-15701,16213
9597,8957,1445
167,4024,-8582
-6183,-8019,-6449
5633,-7514,-4655
6304,-11416,11235
15793,11347,-9284
-5190,-14886,15049
-5981,3778,-8092
-102,-9943,-15560
6378,-5434,-210
386,-9833,15132
-14007,16076,-5886
7229,-14367,-10725
15544,-9234,2820
6307,-12245,-6770
-8215,-10907,8975
10281,-15891,-10068
11956,-15531,11151
7251,-8839,5906
980,-15681,-11798
16031,-15134,11323
2188,-11870,15776
1664,5054,-12727
-9875,-2516,8868
3665,9541,14474
-16004,9212,-5211
10612,4468,162
14089,6170,8596
12068,-5154,3906
-7004,10992,1495
10655,-16196,-14861
5996,12235,9396
9497,-9391,-6075
3910,-1998,3892
10015,7726,3237
-7025,-4221,-11861
15827,-6176,-15475
-7683,-4404,-3882
11317,14276,-6411
11883,6727,6530
-741,5122,-1309
5869,3854,-2407
13783,7640,-8922
-3728,6965,2674
7937,-6932,-13600
-13217,10852,-15858
10383,-910,10182
4489,15198,760
9264,-16136,14146
-6463,2187,7151
7431,-1113,3003
-6151,3811,-14892
9679,5250,-3610
-11061,-9592,-8496
-12551,-15072,-90
-2668,-8651,-11626
-12614,-7194,-15136
-2896,-3921,14102
-2243,4015,5747
-8675,1039,13700
8408,3484,946
12084,-9188,-15644
6057,12776,10541
7492,-13730,-7095
-500,13453,-7965
-4264,12398,-13609
8995,-10392,2026
14871,-9231,-13888
-10026,-8372,-9692
11825,-14128,-10674
-1058,-15445,8288
12172,-9957,-15748
-5613,-10781,4039
8282,-12994,13370
664,8498,2058
5875,-13124,-3087
8889,-5057,11786
14569,-11821,-5403
4049,14348,-2408
-4208,-15167,9227
-4527,-2342,-11103
4431,11567,1964
-9889,-6739,-8694
1015,-3803,7643
-8148,5257,-2542
7999,5455,5744
-4965,-12689,13388
15257,-1258,-12762
-16009,-13259,-7010
-15577,-5030,10561
16119,1854,12296
-13271,-11017,-8655
-14291,-8481,-1424
8230,1779,-7030
257,10596,2196
3737,-9777,11881
-7933,-14395,7634
-15356,14485,10340
4211,-15597,-10952
-13876,8125,-16052
-13569,-1605,3139
11520,-14594,-2156
13434,-6363,10189
15215,1462,-8323
8753,-10834,-15475
4500,1934,15480
-7609,6042,-6
-4607,-3503,13181
-10234,8223,14244
13849,-12379,-3195
-1866,-1383,-9254
-13132,-2863,14037
14812,-8322,15414
7463,8628,6525
-13091,-4361,123
1719,-80,-13181
12767,-1593,-15853
-6172,-5051,-3669
-8653,-6431,12249
2375,1029,-12471
-15503,14797,-1167
-954,4330,9955
16134,16291,5888
14693,12775,-11884
14838,-13759,-442
10216,848,6830
8387,11463,14109
-16017,-12063,-11848
-9273,15746,3707
-7622,-13763,-5691
-14579,14825,13754
-11878,14218,-13141
12861,15003,-1575
-4950,-8914,304
12939,2903,-8957
-14769,4212,152
-9312,-2352,-561
-2317,-11710,2116
4969,15178,10276
-2607,14656,-14521
652,1182,-15756
15979,-6010,7974
-598,-1167,-11243
10459,-5468,16118
-12789,4292,-16134
-8414,12180,-10035
15026,8888,-14770
7551,9337,-3548
-9474,1999,6999
198,-1399,-504
12088,-8549,-13451
-8986,3050,76
348,1466,-12377
-11253,14229,7264
-16071,2684,-16108
11000,5065,-9223
-11411,-3341,15733
12966,-16125,9029
1107,2183,3259
335,-13016,-7886
10521,-7120,15003
-3650,12161,-15590
2111,-7861,-13674
-4712,2703,907
10755,7048,2910
3070,-5052,4006
-12692,10624,12947
-11338,-10185,-14900
9809,13968,3315
-7211,11238,16139
-6900,13732,8277
-7522,-16045,-1368
12144,-10026,15488
9850,-537,13407
7056,-10720,6616
15720,4237,9689
15507,2546,-3347
4269,6874,1278
-3186,-11604,3748
7912,7202,12100
9522,2837,7163
-3310,-8886,12569
15410,15575,9943
3494,-14501,-10398
-6948,13267,236
-6160,-14554,-11289
8680,-6809,1472
3099,15404,75
-15045,7450,-7395
-9620,1330,10442
12824,14420,-11807
6802,12859,9345
-14040,-7329,5220
-569,-2459,-4963
-4656,-3779,1543
-5708,-648,-265
10082,3195,-8609
7328,3322,16215
-5327,16250,-12241
-1809,-13731,-11647
-1308,1313,8540
-3459,-2617,12445
10947,-9521,6979
4435,7918,6834
-7333,1379,1548
2522,458,14052
-15581,15365,8349
10793,9067,5146
16262,-3926,-14418
-10516,-1615,-4502
12462,-11633,11047
5026,2599,11076
7411,-14883,-9350
-52,-5153,302
6730,12053,2254
1665,-2176,-921
-11362,-2955,-1399
11256,7383,-250
1075,7893,-2230
-3920,-10860,-7220
12859,547,12656
16222,7592,16317
8649,9491,1622
4979,-15708,10869
-8152,5503,14041
3623,-12440,-6713
12227,355,-12000
-2988,16054,6299
14038,12241,9854
-4214,-11071,13346
14340,1129,-8737
-2083,7322,-673
6684,-13157,-16372
-7979,-7985,-16274
-10973,15502,10397
-8223,2116,-16179
7984,-8766,-13437
12849,-13223,-9398
-3082,13468,12549
882,-5524,9450
14898,12750,-3065
-11115,1566,6453
7124,2268,7803
12287,11528,11644
-5922,11580,-6762
-690,-4217,-11179
7154,-6335,-5856
-4131,9816,-4223
3240,13480,11749
12721,-418,16019
14038,-15417,1401
6819,1239,901
1502,-4456,-11307
3282,-15878,-3842
13020,13264,5251
4494,-15927,8247
5479,-7628,1198
-9262,-14407,4933
8199,-9921,-4693
-15608,10299,11098
10182,4971,-1024
1656,-134,-4617
-11019,-3355,9415
5888,-3885,6723
-4538,-9588,-10249
-1706,-11887,-7458
5047,11932,-10272
-7953,-13241,-12793
937,15043,-2401
-16035,-2877,-5263
1246,-13135,-15706
13701,-10231,-1523
-14864,-6562,-3426
-3455,4793,-2285
-14286,455,6538
